Title,Link,Company Name,Job Description,Skills,Location,Experience,Salary,Job ID,Job Function,Industry,Specialization,Role,Qualification,Employment Type,Vacancies
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-0-to-2-yrs-jobid-__SLASH__RH__PLUS__HzY__SLASH__q7hzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","solution design, software engineering, crm, san, customer success, consulting, gap analysis, consultant, business process, visio",United States of America (USA) (United States Of America (usa)),0-2Years,As per Industry Standards,70667457,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Senior Qa Engineer,https://www.timesjobs.com/job-detail/senior-qa-engineer-veeva-systems-7-to-10-yrs-jobid-wNZ7J1__PLUS__HAq5zpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","test cases, qa, software engineering, jira, san, automation testing, testing, qa engineer, software test, agile, writing test cases",United States of America (USA) (United States Of America (usa)),7-10Years,As per Industry Standards,70667456,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Technical Consultant,https://www.timesjobs.com/job-detail/technical-consultant-veeva-systems-china-3-to-6-yrs-jobid-eVUi61CM9DJzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customer...","css, sql, java, html, crm, san, python, javascript, technical consultant, .net",China,3-6Years,As per Industry Standards,70667455,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Consultant,Any Graduate,Full Time,1.0
Associate Software Engineer - Test Automation,https://www.timesjobs.com/job-detail/associate-software-engineer-test-automation-veeva-systems-hyderabad-secunderabad-1-to-4-yrs-jobid-4FogrGs__PLUS__Vl5zpSvf__PLUS__uAgZw==,Veeva Systems,"The RoleDo you dream about being part of a team with the talent, passion, and financial backing to build top-notch, industry-changing cloud-based applications and platforms? A...","test automation, cucumber, test cases, qa, java, ui, selenium, jenkins, jira, san, software test, agile, release engineering",Hyderabad/Secunderabad,1-4Years,As per Industry Standards,70667449,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-japan-0-to-3-yrs-jobid-G7Mv__PLUS__ikHtX9zpSvf__PLUS__uAgZw==,Veeva Systems,You will be part of our Consultant Development Program working on project teams implementing Veevas cloud software applications. Participate in business process discovery work...,"crm, san, associate consultant, veeva, consultant",Japan,0-3Years,As per Industry Standards,70667448,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",ERP/CRM,Consultant,Any Graduate,Full Time,1.0
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-spain-0-to-2-yrs-jobid-__PLUS__f6GClncMSBzpSvf__PLUS__uAgZw==,Veeva Systems,Qualified candidates must be legally authorized to be employed in the European Union. Veeva does not provide sponsorship for employment visas for this position.What You'll Do ...,"solution design, software engineering, crm, san, customer success, consulting, gap analysis, consultant, business process, visio, forms",Spain,0-2Years,As per Industry Standards,70667447,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"BBA/ BBM/ BBS, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Veeva Systems - Associate Consultant,https://www.timesjobs.com/job-detail/veeva-systems-associate-consultant-veeva-systems-0-to-2-yrs-jobid-0O__SLASH__r9j8WIodzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","solution design, software engineering, crm, san, customer success, consulting, gap analysis, consultant, business process, visio",United States of America (USA) (United States Of America (usa)),0-2Years,As per Industry Standards,70667446,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Security Engineer,https://www.timesjobs.com/job-detail/security-engineer-vault-infosec-chennai-2-to-3-yrs-jobid-IxDZjQhvuHxzpSvf__PLUS__uAgZw==,Vault Infosec,"Security Engineer Engineer, preferably with IT Security certification with minimum 2 - 3 years of experience in technical support/administration of IT-Security technologies in...","IT security, security, tripwire, ids, vulnerability",Chennai,2-3Years,As per Industry Standards,70667439,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",System Security,Other IT Role,Any Graduate,Full Time,1.0
Top Cyber Security Services Company Varutra Consulting,https://www.timesjobs.com/job-detail/top-cyber-security-services-company-varutra-consulting-varutra-consulting-pune-7-to-10-yrs-jobid-ey__SLASH__RcmY8jMxzpSvf__PLUS__uAgZw==,Varutra Consulting,": Lead Security ConsultantJob Location: Pune, Hyderabad &amp; MumbaiRequired Experience: 7  YearsSkills:Mandatory Skills: Cloud Security, AWS and Azure, GCP, Oracle domain...","cloud security, application security testing, network security testing, penetration testing, security configuration review, network penetration testing, protocol stack, webinspect, owasp, security consultant, storage, vulnerability assessment, mobile security, nessus, java, vapt, code review",Pune,7-10Years,As per Industry Standards,70667433,IT Software : Software Products & Services,Consulting Services,System Security,Other IT Role,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Top Cyber Security Services Company Varutra Consulting,https://www.timesjobs.com/job-detail/top-cyber-security-services-company-varutra-consulting-varutra-consulting-pune-3-to-5-yrs-jobid-Z__SLASH__WWEdBTlOpzpSvf__PLUS__uAgZw==,Varutra Consulting,"Cyber Security TrainerJob Location: PuneRequired Experience: 3 to 5 YearsSkills:Technical process trainer in Cyber Security, Network Security, Web application, Mobile applicat...","cyber security training, network security, web application security, cloud security, incident management, owasp, storage, vapt, penetration testing, mobile, vulnerability, ethical hacking, forms",Pune,3-5Years,As per Industry Standards,70667431,IT Software : Software Products & Services,Consulting Services,System Security,Other IT Role,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Top Cyber Security Services Company Varutra Consulting,https://www.timesjobs.com/job-detail/top-cyber-security-services-company-varutra-consulting-varutra-consulting-pune-hyderabad-secunderabad-8-to-12-yrs-jobid-KO3XjIpuvGJzpSvf__PLUS__uAgZw==,Varutra Consulting,"Managed SOC ManagerJob Location: Pune or HyderabadRequired Experience: 8 to 12 yearsSkills:Managerial skills: Proposal writing, Proposal compilation skills, technical pre-sale...","proposal writing, team management, splunk, threat intelligence, incident response, siem, storage, security, ids / ips, vulnerability, infrastructure","Pune,  Hyderabad/Secunderabad",8-12Years,As per Industry Standards,70667430,IT Software : Software Products & Services,Consulting Services,System Security,Other IT Role,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Top Cyber Security Services Company Varutra Consulting,https://www.timesjobs.com/job-detail/top-cyber-security-services-company-varutra-consulting-varutra-consulting-mumbai-pune-5-to-9-yrs-jobid-3NAluJl0unVzpSvf__PLUS__uAgZw==,Varutra Consulting,"Senior Security ConsultantJob Location: Mumbai, Pune, Hyderabad &amp; BangaloreRequired Experience: 5  YearsSkills:Mandatory Skills:Cloud Security, AWS and Azure, GCP, Ora...","cloud security, aws and azure, gcp, penetration testing, application security, network penetration testing, protocol stack, webinspect, owasp, security consultant, storage, vulnerability assessment, mobile security, nessus, java, vapt, code review, web application security, oracle, os, infrastructure","Mumbai,  Pune",5-9Years,As per Industry Standards,70667429,IT Software : Software Products & Services,Consulting Services,System Security,Other IT Role,"Any Graduate, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Php Developer,https://www.timesjobs.com/job-detail/php-developer-variable-soft-jaipur-1-to-5-yrs-jobid-p1O3NDqo7LxzpSvf__PLUS__uAgZw==,Variable Soft,PHP Developer Work Status: Full timeQualifications: BE/B.Tech/MCA/BCAExperience: 1-5 yearsLocation: JaipurRequired skills:- Hands-on experience and mastery of the programming ...,"php developer, Planning and research, programming languages",Jaipur,1-5Years,As per Industry Standards,70667427,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
.Net Mvc Developer,https://www.timesjobs.com/job-detail/net-mvc-developer-variable-soft-jaipur-1-to-5-yrs-jobid-1__PLUS__fDJjSXbjNzpSvf__PLUS__uAgZw==,Variable Soft,.NET MVC Developer Work Status: Full timeQualifications: BE/B.Tech/MCA/BCAExperience: 1-5 yearsLocation: JaipurRequired skills:- Hands-on experience and mastery of the program...,".net, mvc, programming languages",Jaipur,1-5Years,As per Industry Standards,70667426,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,"BCA (Computer Application), MCA/ PGDCA",Full Time,1.0
Quality Analyst,https://www.timesjobs.com/job-detail/quality-analyst-vandalay-business-solutions-private-limited-cochin-kochi-ernakulam-2-to-5-yrs-jobid-k8mi9G3B9idzpSvf__PLUS__uAgZw==,Vandalay Business Solutions Private Limited,We are looking for a Lead Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure product quality.QA engineer responsibilities include...,"test automation, web application, test management, manual testing, test execution, mantis, qa, test data, load testing, selenium, debugging, defect management, jira, test plan preparation, lead quality analyst, testing, qa engineer, defect reporting, metrics, quality analyst",Cochin/ Kochi/ Ernakulam,2-5Years,As per Industry Standards,70667421,IT Software : Software Products & Services,IT-Software,Quality Assurance/Testing,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Php Developers,https://www.timesjobs.com/job-detail/php-developers-vandalay-business-solutions-private-limited-cochin-kochi-ernakulam-3-to-6-yrs-jobid-IxmUWEscHMpzpSvf__PLUS__uAgZw==,Vandalay Business Solutions Private Limited,"Job Description: The PHP Developer is expected to be able to perform all aspects of the development tasks, including front- end, back- end, and database development.Develop we...","css, rest api, php developer, bootstrap, ajax, jquery, database development, git, xml, json, mysql, html, api, rest, laravel, operating environments, cloud services, javascript, nosql, django, php, soap",Cochin/ Kochi/ Ernakulam,3-6Years,As per Industry Standards,70667420,IT Software : Software Products & Services,IT-Software,Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
